	gene_type
13876	snRNA
13877	protein_coding
13878	protein_coding
13879	protein_coding
13880	lincRNA
13881	processed_pseudogene
13882	processed_pseudogene
13883	protein_coding
13884	lincRNA
13885	protein_coding
13886	protein_coding
13887	protein_coding
13888	protein_coding
13889	miRNA
13890	processed_pseudogene
13891	protein_coding
13892	protein_coding
13893	lincRNA
13894	protein_coding
13895	processed_pseudogene
13896	protein_coding
13897	lincRNA
13898	protein_coding
13899	protein_coding
13900	antisense
13901	protein_coding
13902	protein_coding
13903	protein_coding
13904	protein_coding
13905	protein_coding
13906	protein_coding
13907	lincRNA
13908	protein_coding
13909	antisense
13910	TEC
13911	protein_coding
13912	processed_pseudogene
13913	processed_pseudogene
13914	snoRNA
13915	lincRNA
13916	misc_RNA
13917	TEC
13918	protein_coding
13919	lincRNA
13920	lincRNA
13921	unprocessed_pseudogene
13922	lincRNA
13923	processed_pseudogene
13924	protein_coding
13925	lincRNA
13926	lincRNA
13927	protein_coding
13928	snRNA
13929	protein_coding
13930	processed_pseudogene
13931	processed_pseudogene
13932	protein_coding
13933	protein_coding
13934	processed_pseudogene
13935	miRNA
13936	antisense
13937	antisense
13938	processed_pseudogene
13939	processed_pseudogene
13940	processed_pseudogene
13941	protein_coding
13942	lincRNA
13943	transcribed_unprocessed_pseudogene
13944	processed_pseudogene
13945	misc_RNA
13946	lincRNA
13947	processed_pseudogene
13948	lincRNA
13949	processed_pseudogene
13950	protein_coding
13951	protein_coding
13952	protein_coding
13953	protein_coding
13954	lincRNA
13955	protein_coding
13956	antisense
13957	transcribed_unprocessed_pseudogene
13958	lincRNA
13959	processed_pseudogene
13960	protein_coding
13961	protein_coding
13962	protein_coding
13963	processed_pseudogene
13964	protein_coding
13965	processed_pseudogene
13966	lincRNA
13967	processed_pseudogene
13968	protein_coding
13969	lincRNA
13970	protein_coding
13971	protein_coding
13972	protein_coding
13973	processed_pseudogene
13974	processed_pseudogene
13975	sense_overlapping
13976	processed_pseudogene
13977	processed_pseudogene
13978	processed_pseudogene
13979	lincRNA
13980	antisense
13981	lincRNA
13982	snoRNA
13983	lincRNA
13984	lincRNA
13985	processed_pseudogene
13986	protein_coding
13987	snRNA
13988	protein_coding
13989	processed_pseudogene
13990	protein_coding
13991	processed_pseudogene
13992	TEC
13993	lincRNA
13994	processed_pseudogene
13995	processed_pseudogene
13996	protein_coding
13997	protein_coding
13998	antisense
13999	protein_coding
14000	processed_pseudogene
14001	protein_coding
14002	processed_pseudogene
14003	bidirectional_promoter_lncRNA
14004	misc_RNA
14005	lincRNA
14006	antisense
14007	TEC
14008	processed_pseudogene
14009	misc_RNA
14010	lincRNA
14011	antisense
14012	protein_coding
14013	TEC
14014	misc_RNA
14015	unprocessed_pseudogene
14016	processed_pseudogene
14017	processed_pseudogene
14018	protein_coding
14019	processed_pseudogene
14020	processed_pseudogene
14021	lincRNA
14022	protein_coding
14023	protein_coding
14024	protein_coding
14025	protein_coding
14026	lincRNA
14027	lincRNA
14028	protein_coding
14029	protein_coding
14030	protein_coding
14031	unprocessed_pseudogene
14032	processed_pseudogene
14033	lincRNA
14034	sense_overlapping
14035	snRNA
14036	unprocessed_pseudogene
14037	antisense
14038	misc_RNA
14039	processed_pseudogene
14040	miRNA
14041	protein_coding
14042	snRNA
14043	protein_coding
14044	protein_coding
14045	protein_coding
14046	protein_coding
14047	protein_coding
14048	protein_coding
14049	processed_pseudogene
14050	TEC
14051	processed_pseudogene
14052	misc_RNA
14053	sense_overlapping
14054	antisense
14055	lincRNA
14056	antisense
14057	antisense
14058	protein_coding
14059	processed_pseudogene
14060	protein_coding
14061	protein_coding
14062	antisense
14063	processed_pseudogene
14064	antisense
14065	antisense
14066	lincRNA
14067	snoRNA
14068	protein_coding
14069	protein_coding
14070	miRNA
14071	unprocessed_pseudogene
14072	processed_pseudogene
14073	protein_coding
14074	processed_pseudogene
14075	protein_coding
14076	protein_coding
14077	processed_pseudogene
14078	snRNA
14079	processed_pseudogene
14080	processed_pseudogene
14081	protein_coding
14082	processed_pseudogene
14083	transcribed_processed_pseudogene
14084	snRNA
14085	unprocessed_pseudogene
14086	processed_pseudogene
14087	lincRNA
14088	snoRNA
14089	processed_pseudogene
14090	processed_pseudogene
14091	protein_coding
14092	processed_pseudogene
14093	protein_coding
14094	processed_transcript
14095	TEC
14096	processed_pseudogene
14097	miRNA
14098	protein_coding
14099	protein_coding
14100	lincRNA
14101	lincRNA
14102	unprocessed_pseudogene
14103	processed_pseudogene
14104	misc_RNA
14105	protein_coding
14106	protein_coding
14107	protein_coding
14108	processed_pseudogene
14109	protein_coding
14110	protein_coding
14111	processed_pseudogene
14112	miRNA
14113	lincRNA
14114	miRNA
14115	processed_pseudogene
14116	snRNA
14117	protein_coding
14118	antisense
14119	protein_coding
14120	protein_coding
14121	antisense
14122	bidirectional_promoter_lncRNA
14123	processed_pseudogene
14124	protein_coding
14125	miRNA
14126	protein_coding
14127	protein_coding
14128	processed_pseudogene
14129	protein_coding
14130	processed_pseudogene
14131	snRNA
14132	lincRNA
14133	processed_pseudogene
14134	protein_coding
14135	lincRNA
14136	protein_coding
14137	lincRNA
14138	processed_pseudogene
14139	processed_pseudogene
14140	protein_coding
14141	misc_RNA
14142	protein_coding
14143	protein_coding
14144	sense_intronic
14145	antisense
14146	processed_pseudogene
14147	protein_coding
14148	transcribed_unprocessed_pseudogene
14149	sense_overlapping
14150	antisense
14151	protein_coding
14152	processed_pseudogene
14153	lincRNA
14154	lincRNA
14155	protein_coding
14156	protein_coding
14157	snRNA
14158	lincRNA
14159	unprocessed_pseudogene
14160	protein_coding
14161	antisense
14162	protein_coding
14163	miRNA
14164	antisense
14165	lincRNA
14166	protein_coding
14167	protein_coding
14168	TEC
14169	protein_coding
14170	miRNA
14171	protein_coding
14172	processed_pseudogene
14173	protein_coding
14174	protein_coding
14175	lincRNA
14176	protein_coding
14177	processed_pseudogene
14178	miRNA
14179	protein_coding
14180	protein_coding
14181	misc_RNA
14182	protein_coding
14183	protein_coding
14184	protein_coding
14185	protein_coding
14186	IG_V_gene
14187	rRNA_pseudogene
14188	lincRNA
14189	snRNA
14190	snRNA
14191	TEC
14192	protein_coding
14193	protein_coding
14194	antisense
14195	protein_coding
14196	protein_coding
14197	processed_pseudogene
14198	processed_pseudogene
14199	protein_coding
14200	rRNA_pseudogene
14201	protein_coding
14202	protein_coding
14203	transcribed_processed_pseudogene
14204	lincRNA
14205	processed_pseudogene
14206	protein_coding
14207	TEC
14208	lincRNA
14209	processed_transcript
14210	protein_coding
14211	processed_pseudogene
14212	protein_coding
14213	protein_coding
14214	protein_coding
14215	processed_pseudogene
14216	protein_coding
14217	protein_coding
14218	protein_coding
14219	snRNA
14220	sense_intronic
14221	processed_pseudogene
14222	snRNA
14223	protein_coding
14224	processed_pseudogene
14225	unprocessed_pseudogene
14226	misc_RNA
14227	protein_coding
14228	protein_coding
14229	antisense
14230	rRNA_pseudogene
14231	antisense
14232	protein_coding
14233	protein_coding
14234	protein_coding
14235	transcribed_processed_pseudogene
14236	protein_coding
14237	processed_pseudogene
14238	protein_coding
14239	protein_coding
14240	processed_pseudogene
14241	processed_pseudogene
14242	transcribed_unprocessed_pseudogene
14243	protein_coding
14244	processed_pseudogene
14245	misc_RNA
14246	protein_coding
14247	processed_pseudogene
14248	protein_coding
14249	processed_pseudogene
14250	processed_pseudogene
14251	miRNA
14252	lincRNA
14253	processed_pseudogene
14254	processed_pseudogene
14255	protein_coding
14256	processed_pseudogene
14257	protein_coding
14258	processed_pseudogene
14259	lincRNA
14260	processed_pseudogene
14261	misc_RNA
14262	processed_pseudogene
14263	processed_pseudogene
14264	antisense
14265	protein_coding
14266	processed_pseudogene
14267	antisense
14268	misc_RNA
14269	protein_coding
14270	unprocessed_pseudogene
14271	misc_RNA
14272	protein_coding
14273	protein_coding
14274	processed_pseudogene
14275	lincRNA
14276	protein_coding
14277	lincRNA
14278	antisense
14279	transcribed_unprocessed_pseudogene
14280	protein_coding
14281	lincRNA
14282	processed_pseudogene
14283	protein_coding
14284	lincRNA
14285	miRNA
14286	processed_pseudogene
14287	lincRNA
14288	protein_coding
14289	lincRNA
14290	lincRNA
14291	protein_coding
14292	antisense
14293	protein_coding
14294	processed_pseudogene
14295	processed_pseudogene
14296	protein_coding
14297	transcribed_processed_pseudogene
14298	snRNA
14299	lincRNA
14300	antisense
14301	processed_pseudogene
14302	snRNA
14303	lincRNA
14304	processed_pseudogene
14305	transcribed_processed_pseudogene
14306	processed_pseudogene
14307	unprocessed_pseudogene
14308	rRNA_pseudogene
14309	processed_pseudogene
14310	processed_pseudogene
14311	protein_coding
14312	protein_coding
14313	miRNA
14314	protein_coding
14315	antisense
14316	antisense
14317	protein_coding
14318	misc_RNA
14319	protein_coding
14320	lincRNA
14321	lincRNA
14322	protein_coding
14323	snRNA
14324	processed_pseudogene
14325	protein_coding
14326	processed_pseudogene
14327	protein_coding
14328	protein_coding
14329	protein_coding
14330	unprocessed_pseudogene
14331	protein_coding
14332	protein_coding
14333	protein_coding
14334	rRNA_pseudogene
14335	unprocessed_pseudogene
14336	protein_coding
14337	protein_coding
14338	processed_pseudogene
14339	protein_coding
14340	lincRNA
14341	sense_intronic
14342	misc_RNA
14343	TEC
14344	antisense
14345	misc_RNA
14346	processed_pseudogene
14347	sense_intronic
14348	protein_coding
14349	protein_coding
14350	protein_coding
14351	transcribed_unitary_pseudogene
14352	unprocessed_pseudogene
14353	lincRNA
14354	transcribed_unprocessed_pseudogene
14355	protein_coding
14356	protein_coding
14357	antisense
14358	protein_coding
14359	protein_coding
14360	miRNA
14361	IG_V_pseudogene
14362	protein_coding
14363	protein_coding
14364	miRNA
14365	processed_transcript
14366	misc_RNA
14367	processed_pseudogene
14368	lincRNA
14369	protein_coding
14370	antisense
14371	protein_coding
14372	processed_pseudogene
14373	protein_coding
14374	antisense
14375	snRNA
14376	processed_transcript
14377	protein_coding
14378	protein_coding
14379	protein_coding
14380	unprocessed_pseudogene
14381	IG_V_gene
14382	protein_coding
14383	lincRNA
14384	protein_coding
14385	antisense
14386	protein_coding
14387	lincRNA
14388	protein_coding
14389	processed_pseudogene
14390	protein_coding
14391	protein_coding
14392	snRNA
14393	protein_coding
14394	sense_overlapping
14395	processed_pseudogene
14396	processed_pseudogene
14397	protein_coding
14398	processed_pseudogene
14399	lincRNA
14400	snRNA
14401	misc_RNA
14402	protein_coding
14403	protein_coding
14404	processed_transcript
14405	antisense
14406	protein_coding
14407	misc_RNA
14408	TEC
14409	processed_pseudogene
14410	protein_coding
14411	processed_pseudogene
14412	protein_coding
14413	protein_coding
14414	protein_coding
14415	misc_RNA
14416	protein_coding
14417	misc_RNA
14418	snRNA
14419	protein_coding
14420	protein_coding
14421	protein_coding
14422	protein_coding
14423	snRNA
14424	protein_coding
14425	antisense
14426	protein_coding
14427	unitary_pseudogene
14428	transcribed_unprocessed_pseudogene
14429	processed_pseudogene
14430	protein_coding
14431	snoRNA
14432	lincRNA
14433	processed_pseudogene
14434	snRNA
14435	processed_pseudogene
14436	lincRNA
14437	processed_pseudogene
14438	rRNA_pseudogene
14439	rRNA_pseudogene
14440	lincRNA
14441	lincRNA
14442	lincRNA
14443	processed_pseudogene
14444	antisense
14445	processed_pseudogene
14446	protein_coding
14447	protein_coding
14448	protein_coding
14449	sense_intronic
14450	rRNA_pseudogene
14451	unprocessed_pseudogene
14452	unitary_pseudogene
14453	lincRNA
14454	protein_coding
14455	protein_coding
14456	protein_coding
14457	processed_pseudogene
14458	processed_pseudogene
14459	unprocessed_pseudogene
14460	lincRNA
14461	unprocessed_pseudogene
14462	protein_coding
14463	snRNA
14464	protein_coding
14465	protein_coding
14466	antisense
14467	transcribed_processed_pseudogene
14468	protein_coding
14469	protein_coding
14470	protein_coding
14471	protein_coding
14472	snoRNA
14473	processed_pseudogene
14474	miRNA
14475	protein_coding
14476	TEC
14477	processed_pseudogene
14478	misc_RNA
14479	antisense
14480	protein_coding
14481	transcribed_unitary_pseudogene
14482	protein_coding
14483	protein_coding
14484	miRNA
14485	unprocessed_pseudogene
14486	misc_RNA
14487	lincRNA
14488	protein_coding
14489	protein_coding
14490	lincRNA
14491	antisense
14492	lincRNA
14493	protein_coding
14494	processed_pseudogene
14495	processed_pseudogene
14496	lincRNA
14497	unprocessed_pseudogene
14498	snRNA
14499	protein_coding
14500	snRNA
14501	protein_coding
14502	protein_coding
14503	lincRNA
14504	processed_pseudogene
14505	protein_coding
14506	lincRNA
14507	protein_coding
14508	protein_coding
14509	miRNA
14510	protein_coding
14511	protein_coding
14512	protein_coding
14513	misc_RNA
14514	protein_coding
14515	antisense
14516	protein_coding
14517	protein_coding
14518	protein_coding
14519	protein_coding
14520	protein_coding
14521	processed_pseudogene
14522	lincRNA
14523	processed_pseudogene
14524	antisense
14525	protein_coding
14526	unprocessed_pseudogene
14527	protein_coding
14528	lincRNA
14529	lincRNA
14530	protein_coding
14531	processed_pseudogene
14532	protein_coding
14533	protein_coding
14534	protein_coding
14535	protein_coding
14536	protein_coding
14537	misc_RNA
14538	protein_coding
14539	processed_pseudogene
14540	processed_pseudogene
14541	processed_pseudogene
14542	antisense
14543	protein_coding
14544	misc_RNA
14545	protein_coding
14546	protein_coding
14547	sense_intronic
14548	misc_RNA
14549	processed_pseudogene
14550	protein_coding
14551	lincRNA
14552	protein_coding
14553	protein_coding
14554	processed_pseudogene
14555	miRNA
14556	processed_pseudogene
14557	processed_pseudogene
14558	snRNA
14559	antisense
14560	unprocessed_pseudogene
14561	lincRNA
14562	protein_coding
14563	antisense
14564	miRNA
14565	snRNA
14566	processed_pseudogene
14567	transcribed_unprocessed_pseudogene
14568	protein_coding
14569	protein_coding
14570	lincRNA
14571	misc_RNA
14572	processed_pseudogene
14573	protein_coding
14574	processed_pseudogene
14575	processed_pseudogene
14576	protein_coding
14577	protein_coding
14578	antisense
14579	protein_coding
14580	lincRNA
14581	protein_coding
14582	antisense
14583	lincRNA
14584	antisense
14585	transcribed_unprocessed_pseudogene
14586	lincRNA
14587	miRNA
14588	lincRNA
14589	lincRNA
14590	protein_coding
14591	protein_coding
14592	protein_coding
14593	miRNA
14594	antisense
14595	protein_coding
14596	protein_coding
14597	processed_pseudogene
14598	protein_coding
14599	antisense
14600	protein_coding
14601	unprocessed_pseudogene
14602	processed_pseudogene
14603	protein_coding
14604	processed_transcript
14605	processed_pseudogene
14606	processed_pseudogene
14607	unprocessed_pseudogene
14608	processed_pseudogene
14609	lincRNA
14610	protein_coding
14611	processed_pseudogene
14612	lincRNA
14613	lincRNA
14614	lincRNA
14615	protein_coding
14616	processed_pseudogene
14617	protein_coding
14618	protein_coding
14619	processed_pseudogene
14620	transcribed_unprocessed_pseudogene
14621	protein_coding
14622	miRNA
14623	processed_pseudogene
14624	processed_pseudogene
14625	transcribed_unprocessed_pseudogene
14626	protein_coding
14627	protein_coding
14628	misc_RNA
14629	processed_pseudogene
14630	snoRNA
14631	processed_pseudogene
14632	snRNA
14633	sense_intronic
14634	antisense
14635	protein_coding
14636	TEC
14637	unprocessed_pseudogene
14638	protein_coding
14639	protein_coding
14640	lincRNA
14641	protein_coding
14642	misc_RNA
14643	unprocessed_pseudogene
14644	TEC
14645	snoRNA
14646	rRNA_pseudogene
14647	protein_coding
14648	antisense
14649	protein_coding
14650	processed_pseudogene
14651	processed_pseudogene
14652	lincRNA
14653	protein_coding
14654	snoRNA
14655	processed_pseudogene
14656	protein_coding
14657	protein_coding
14658	lincRNA
14659	processed_pseudogene
14660	protein_coding
14661	antisense
14662	protein_coding
14663	protein_coding
14664	snRNA
14665	lincRNA
14666	protein_coding
14667	protein_coding
14668	lincRNA
14669	protein_coding
14670	lincRNA
14671	antisense
14672	protein_coding
14673	processed_pseudogene
14674	protein_coding
14675	protein_coding
14676	protein_coding
14677	antisense
14678	protein_coding
14679	protein_coding
14680	antisense
14681	protein_coding
14682	TEC
14683	lincRNA
14684	processed_pseudogene
14685	protein_coding
14686	processed_pseudogene
14687	antisense
14688	lincRNA
14689	unprocessed_pseudogene
14690	processed_pseudogene
14691	lincRNA
14692	protein_coding
14693	transcribed_processed_pseudogene
14694	processed_pseudogene
14695	processed_pseudogene
14696	TEC
14697	processed_pseudogene
14698	unprocessed_pseudogene
14699	lincRNA
14700	protein_coding
14701	lincRNA
14702	bidirectional_promoter_lncRNA
14703	lincRNA
14704	snoRNA
14705	protein_coding
14706	protein_coding
14707	antisense
14708	miRNA
14709	processed_pseudogene
14710	protein_coding
14711	protein_coding
14712	miRNA
14713	processed_pseudogene
14714	lincRNA
14715	processed_pseudogene
14716	protein_coding
14717	protein_coding
14718	protein_coding
14719	antisense
14720	processed_pseudogene
14721	protein_coding
14722	antisense
14723	snRNA
14724	lincRNA
14725	processed_pseudogene
14726	protein_coding
14727	processed_transcript
14728	protein_coding
14729	protein_coding
14730	protein_coding
14731	antisense
14732	transcribed_processed_pseudogene
14733	protein_coding
14734	processed_pseudogene
14735	protein_coding
14736	processed_pseudogene
14737	lincRNA
14738	protein_coding
14739	protein_coding
14740	protein_coding
14741	snRNA
14742	lincRNA
14743	processed_pseudogene
14744	processed_pseudogene
14745	processed_pseudogene
14746	protein_coding
14747	TEC
14748	lincRNA
14749	unprocessed_pseudogene
14750	protein_coding
14751	lincRNA
14752	lincRNA
14753	unprocessed_pseudogene
14754	protein_coding
14755	protein_coding
14756	lincRNA
14757	lincRNA
14758	protein_coding
14759	antisense
14760	miRNA
14761	snRNA
14762	processed_pseudogene
14763	processed_pseudogene
14764	protein_coding
14765	miRNA
14766	snRNA
14767	protein_coding
14768	processed_pseudogene
14769	protein_coding
14770	protein_coding
14771	protein_coding
14772	IG_V_gene
14773	antisense
14774	lincRNA
14775	antisense
14776	protein_coding
14777	processed_pseudogene
14778	miRNA
14779	protein_coding
14780	protein_coding
14781	antisense
14782	processed_pseudogene
14783	protein_coding
14784	misc_RNA
14785	protein_coding
14786	processed_pseudogene
14787	protein_coding
14788	transcribed_unprocessed_pseudogene
14789	protein_coding
14790	protein_coding
14791	protein_coding
14792	processed_pseudogene
14793	antisense
14794	processed_pseudogene
14795	protein_coding
14796	processed_pseudogene
14797	processed_pseudogene
14798	protein_coding
14799	processed_pseudogene
14800	sense_overlapping
14801	protein_coding
14802	rRNA_pseudogene
14803	protein_coding
14804	snRNA
14805	protein_coding
14806	miRNA
14807	protein_coding
14808	protein_coding
14809	antisense
14810	protein_coding
14811	antisense
14812	protein_coding
14813	protein_coding
14814	lincRNA
14815	protein_coding
14816	processed_pseudogene
14817	protein_coding
14818	lincRNA
14819	protein_coding
14820	snRNA
14821	antisense
14822	protein_coding
14823	protein_coding
14824	lincRNA
14825	processed_pseudogene
14826	protein_coding
14827	unprocessed_pseudogene
14828	antisense
14829	transcribed_processed_pseudogene
14830	snoRNA
14831	protein_coding
14832	snRNA
14833	lincRNA
14834	antisense
14835	processed_pseudogene
14836	bidirectional_promoter_lncRNA
14837	lincRNA
14838	miRNA
14839	misc_RNA
14840	protein_coding
14841	protein_coding
14842	snRNA
14843	lincRNA
14844	processed_pseudogene
14845	protein_coding
14846	antisense
14847	processed_pseudogene
14848	antisense
14849	processed_pseudogene
14850	lincRNA
14851	protein_coding
14852	lincRNA
14853	protein_coding
14854	snoRNA
14855	processed_pseudogene
14856	lincRNA
14857	protein_coding
14858	protein_coding
14859	protein_coding
14860	antisense
14861	lincRNA
14862	protein_coding
14863	lincRNA
14864	lincRNA
14865	protein_coding
14866	processed_pseudogene
14867	processed_pseudogene
14868	processed_pseudogene
14869	protein_coding
14870	unprocessed_pseudogene
14871	protein_coding
14872	protein_coding
14873	snRNA
14874	protein_coding
14875	processed_pseudogene
14876	snoRNA
14877	snRNA
14878	TEC
14879	protein_coding
14880	unprocessed_pseudogene
14881	protein_coding
14882	protein_coding
14883	unprocessed_pseudogene
14884	protein_coding
14885	IG_V_gene
14886	protein_coding
14887	processed_pseudogene
14888	protein_coding
14889	processed_pseudogene
14890	processed_pseudogene
14891	protein_coding
14892	protein_coding
14893	lincRNA
14894	protein_coding
14895	processed_pseudogene
14896	protein_coding
14897	lincRNA
14898	processed_pseudogene
14899	antisense
14900	protein_coding
14901	protein_coding
14902	protein_coding
14903	protein_coding
14904	protein_coding
14905	lincRNA
14906	protein_coding
14907	protein_coding
14908	protein_coding
14909	protein_coding
14910	antisense
14911	protein_coding
14912	sense_intronic
14913	protein_coding
14914	processed_pseudogene
14915	protein_coding
14916	processed_pseudogene
14917	lincRNA
14918	protein_coding
14919	processed_pseudogene
14920	unprocessed_pseudogene
14921	protein_coding
14922	IG_V_pseudogene
14923	protein_coding
14924	processed_pseudogene
14925	protein_coding
14926	processed_pseudogene
14927	protein_coding
14928	processed_pseudogene
14929	protein_coding
14930	snRNA
14931	protein_coding
14932	antisense
14933	protein_coding
14934	processed_pseudogene
14935	processed_pseudogene
14936	antisense
14937	protein_coding
14938	antisense
14939	protein_coding
14940	snRNA
14941	processed_pseudogene
14942	protein_coding
14943	lincRNA
14944	lincRNA
14945	processed_pseudogene
14946	protein_coding
14947	misc_RNA
14948	lincRNA
14949	processed_pseudogene
14950	protein_coding
14951	protein_coding
14952	misc_RNA
14953	snRNA
14954	protein_coding
14955	lincRNA
14956	protein_coding
14957	unprocessed_pseudogene
14958	processed_pseudogene
14959	lincRNA
14960	protein_coding
14961	sense_intronic
14962	protein_coding
14963	protein_coding
14964	lincRNA
14965	processed_pseudogene
14966	transcribed_processed_pseudogene
14967	antisense
14968	protein_coding
14969	antisense
14970	processed_pseudogene
14971	lincRNA
14972	protein_coding
14973	antisense
14974	processed_pseudogene
14975	protein_coding
14976	protein_coding
14977	unprocessed_pseudogene
14978	protein_coding
14979	processed_transcript
14980	protein_coding
14981	protein_coding
14982	protein_coding
14983	lincRNA
14984	protein_coding
14985	protein_coding
14986	lincRNA
14987	processed_transcript
14988	protein_coding
14989	snRNA
14990	antisense
14991	processed_pseudogene
14992	misc_RNA
14993	protein_coding
14994	antisense
14995	protein_coding
14996	processed_pseudogene
14997	unprocessed_pseudogene
14998	snoRNA
14999	miRNA
15000	protein_coding
15001	protein_coding
15002	antisense
15003	lincRNA
15004	protein_coding
15005	lincRNA
15006	processed_pseudogene
15007	unprocessed_pseudogene
15008	processed_pseudogene
15009	protein_coding
15010	misc_RNA
15011	protein_coding
15012	protein_coding
15013	lincRNA
15014	protein_coding
15015	protein_coding
15016	processed_pseudogene
15017	protein_coding
15018	protein_coding
15019	processed_pseudogene
15020	processed_pseudogene
15021	protein_coding
15022	pseudogene
15023	processed_pseudogene
15024	antisense
15025	processed_pseudogene
15026	TEC
15027	protein_coding
15028	miRNA
15029	processed_pseudogene
15030	miRNA
15031	protein_coding
15032	TEC
15033	lincRNA
15034	protein_coding
15035	protein_coding
15036	misc_RNA
15037	processed_pseudogene
15038	protein_coding
15039	protein_coding
15040	protein_coding
15041	processed_pseudogene
15042	protein_coding
15043	protein_coding
15044	transcribed_processed_pseudogene
15045	protein_coding
15046	processed_pseudogene
15047	unprocessed_pseudogene
15048	protein_coding
15049	rRNA_pseudogene
15050	processed_pseudogene
15051	processed_pseudogene
15052	protein_coding
15053	lincRNA
15054	protein_coding
15055	processed_pseudogene
15056	protein_coding
15057	lincRNA
15058	lincRNA
15059	processed_pseudogene
15060	protein_coding
15061	protein_coding
15062	protein_coding
15063	protein_coding
15064	lincRNA
15065	protein_coding
15066	misc_RNA
15067	protein_coding
15068	protein_coding
15069	protein_coding
15070	processed_pseudogene
15071	unprocessed_pseudogene
15072	protein_coding
15073	protein_coding
15074	protein_coding
15075	TEC
15076	antisense
15077	antisense
15078	protein_coding
15079	protein_coding
15080	processed_pseudogene
15081	unprocessed_pseudogene
15082	protein_coding
15083	protein_coding
15084	antisense
15085	lincRNA
15086	protein_coding
15087	processed_pseudogene
15088	protein_coding
15089	antisense
15090	snRNA
15091	processed_pseudogene
15092	protein_coding
15093	protein_coding
15094	lincRNA
15095	snRNA
15096	processed_pseudogene
15097	rRNA_pseudogene
15098	processed_pseudogene
15099	snoRNA
15100	processed_pseudogene
15101	protein_coding
15102	protein_coding
15103	misc_RNA
15104	protein_coding
15105	processed_pseudogene
15106	unprocessed_pseudogene
15107	snRNA
15108	lincRNA
15109	antisense
15110	miRNA
15111	protein_coding
15112	sense_intronic
15113	lincRNA
15114	protein_coding
15115	protein_coding
15116	processed_pseudogene
15117	protein_coding
15118	lincRNA
15119	snoRNA
15120	lincRNA
15121	snRNA
15122	antisense
15123	transcribed_unprocessed_pseudogene
15124	protein_coding
15125	lincRNA
15126	misc_RNA
15127	lincRNA
15128	protein_coding
15129	snRNA
15130	processed_pseudogene
15131	snRNA
15132	transcribed_processed_pseudogene
15133	processed_pseudogene
15134	processed_pseudogene
15135	lincRNA
15136	protein_coding
15137	processed_pseudogene
15138	processed_pseudogene
15139	lincRNA
15140	processed_pseudogene
15141	protein_coding
15142	antisense
15143	processed_pseudogene
15144	lincRNA
15145	processed_transcript
15146	snRNA
15147	antisense
15148	protein_coding
15149	protein_coding
15150	antisense
15151	lincRNA
15152	protein_coding
15153	lincRNA
15154	antisense
15155	protein_coding
15156	protein_coding
15157	lincRNA
15158	lincRNA
15159	lincRNA
15160	snRNA
15161	lincRNA
15162	processed_pseudogene
15163	processed_pseudogene
15164	processed_pseudogene
15165	rRNA
15166	processed_pseudogene
15167	lincRNA
15168	protein_coding
15169	protein_coding
15170	protein_coding
15171	transcribed_processed_pseudogene
15172	lincRNA
15173	sense_intronic
15174	protein_coding
15175	protein_coding
15176	snRNA
15177	processed_pseudogene
15178	misc_RNA
15179	lincRNA
15180	antisense
15181	processed_pseudogene
15182	protein_coding
15183	unitary_pseudogene
15184	antisense
15185	transcribed_unitary_pseudogene
15186	transcribed_unitary_pseudogene
15187	protein_coding
15188	lincRNA
15189	antisense
15190	protein_coding
15191	protein_coding
15192	processed_pseudogene
15193	processed_pseudogene
15194	lincRNA
15195	antisense
15196	unprocessed_pseudogene
15197	snoRNA
15198	protein_coding
15199	snoRNA
15200	miRNA
15201	lincRNA
15202	antisense
15203	protein_coding
15204	protein_coding
15205	protein_coding
15206	protein_coding
15207	processed_pseudogene
15208	processed_pseudogene
15209	processed_pseudogene
15210	antisense
15211	protein_coding
15212	misc_RNA
15213	lincRNA
15214	miRNA
15215	processed_pseudogene
15216	unprocessed_pseudogene
15217	protein_coding
15218	protein_coding
15219	processed_pseudogene
15220	unprocessed_pseudogene
15221	lincRNA
15222	misc_RNA
15223	protein_coding
15224	antisense
15225	misc_RNA
15226	protein_coding
15227	snRNA
15228	processed_pseudogene
15229	snRNA
15230	protein_coding
15231	unprocessed_pseudogene
15232	protein_coding
15233	processed_pseudogene
15234	processed_pseudogene
15235	unprocessed_pseudogene
15236	unprocessed_pseudogene
15237	sense_intronic
15238	lincRNA
15239	processed_pseudogene
15240	protein_coding
15241	misc_RNA
15242	protein_coding
15243	processed_pseudogene
15244	protein_coding
15245	protein_coding
15246	antisense
15247	misc_RNA
15248	protein_coding
15249	transcribed_unprocessed_pseudogene
15250	processed_transcript
15251	lincRNA
15252	processed_pseudogene
15253	protein_coding
15254	protein_coding
15255	lincRNA
15256	processed_pseudogene
15257	unprocessed_pseudogene
15258	processed_pseudogene
15259	lincRNA
15260	processed_pseudogene
15261	miRNA
15262	protein_coding
15263	unprocessed_pseudogene
15264	protein_coding
15265	snRNA
15266	unprocessed_pseudogene
15267	transcribed_unitary_pseudogene
15268	processed_pseudogene
15269	protein_coding
15270	unprocessed_pseudogene
15271	rRNA
15272	protein_coding
15273	processed_pseudogene
15274	lincRNA
15275	snRNA
15276	protein_coding
15277	protein_coding
15278	protein_coding
15279	IG_V_pseudogene
15280	processed_pseudogene
15281	protein_coding
15282	lincRNA
15283	processed_pseudogene
15284	TEC
15285	snRNA
